2014-10-15 07:57:06 startup archives install
2014-10-15 07:57:25 status unpacked ifupdown:amd64 0.7.8
2014-10-15 07:57:25 status unpacked ifupdown:amd64 0.7.8
2014-10-15 07:57:25 status unpacked ifupdown:amd64 0.7.8
2014-10-15 07:57:25 status unpacked ifupdown:amd64 0.7.8
2014-10-15 07:57:25 status half-configured ifupdown:amd64 0.7.8
2014-10-15 07:57:25 status installed ifupdown:amd64 0.7.8
2014-10-15 07:57:25 configure kmod:amd64 9-3 <none>
2014-10-15 07:57:25 status unpacked kmod:amd64 9-3
2014-10-15 07:57:25 status unpacked kmod:amd64 9-3
2014-10-15 07:57:25 status half-configured kmod:amd64 9-3
2014-10-15 07:57:25 status installed kmod:amd64 9-3
2014-10-15 07:57:25 configure libapt-pkg4.12:amd64 0.9.7.9+deb7u2 <none>
2014-10-15 07:57:25 status unpacked libapt-pkg4.12:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:25 status half-configured libapt-pkg4.12:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:25 status installed libapt-pkg4.12:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:25 configure libept1.4.12:amd64 1.0.9 <none>
2014-10-15 07:57:25 status unpacked libept1.4.12:amd64 1.0.9
2014-10-15 07:57:25 status half-configured libept1.4.12:amd64 1.0.9
2014-10-15 07:57:25 status installed libept1.4.12:amd64 1.0.9
2014-10-15 07:57:25 configure libapt-inst1.5:amd64 0.9.7.9+deb7u2 <none>
2014-10-15 07:57:25 status unpacked libapt-inst1.5:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:25 status half-configured libapt-inst1.5:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:25 status installed libapt-inst1.5:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:25 configure libreadline6:amd64 6.2+dfsg-0.1 <none>
2014-10-15 07:57:25 status unpacked libreadline6:amd64 6.2+dfsg-0.1
2014-10-15 07:57:25 status half-configured libreadline6:amd64 6.2+dfsg-0.1
2014-10-15 07:57:25 status installed libreadline6:amd64 6.2+dfsg-0.1
2014-10-15 07:57:25 configure logrotate:amd64 3.8.1-4 <none>
2014-10-15 07:57:25 status unpacked logrotate:amd64 3.8.1-4
2014-10-15 07:57:25 status unpacked logrotate:amd64 3.8.1-4
2014-10-15 07:57:25 status unpacked logrotate:amd64 3.8.1-4
2014-10-15 07:57:25 status half-configured logrotate:amd64 3.8.1-4
2014-10-15 07:57:25 status installed logrotate:amd64 3.8.1-4
2014-10-15 07:57:25 configure libboost-iostreams1.49.0:amd64 1.49.0-3.2 <none>
2014-10-15 07:57:25 status unpacked libboost-iostreams1.49.0:amd64 1.49.0-3.2
2014-10-15 07:57:25 status half-configured libboost-iostreams1.49.0:amd64 1.49.0-3.2
2014-10-15 07:57:25 status installed libboost-iostreams1.49.0:amd64 1.49.0-3.2
2014-10-15 07:57:25 configure groff-base:amd64 1.21-9 <none>
2014-10-15 07:57:25 status unpacked groff-base:amd64 1.21-9
2014-10-15 07:57:25 status unpacked groff-base:amd64 1.21-9
2014-10-15 07:57:25 status unpacked groff-base:amd64 1.21-9
2014-10-15 07:57:25 status half-configured groff-base:amd64 1.21-9
2014-10-15 07:57:25 status installed groff-base:amd64 1.21-9
2014-10-15 07:57:25 configure gnupg:amd64 1.4.12-7+deb7u4 <none>
2014-10-15 07:57:25 status unpacked gnupg:amd64 1.4.12-7+deb7u4
2014-10-15 07:57:25 status half-configured gnupg:amd64 1.4.12-7+deb7u4
2014-10-15 07:57:25 status installed gnupg:amd64 1.4.12-7+deb7u4
2014-10-15 07:57:25 configure libsigc++-2.0-0c2a:amd64 2.2.10-0.2 <none>
2014-10-15 07:57:25 status unpacked libsigc++-2.0-0c2a:amd64 2.2.10-0.2
2014-10-15 07:57:25 status half-configured libsigc++-2.0-0c2a:amd64 2.2.10-0.2
2014-10-15 07:57:25 status installed libsigc++-2.0-0c2a:amd64 2.2.10-0.2
2014-10-15 07:57:25 configure libgnutls26:amd64 2.12.20-8+deb7u2 <none>
2014-10-15 07:57:25 status unpacked libgnutls26:amd64 2.12.20-8+deb7u2
2014-10-15 07:57:25 status half-configured libgnutls26:amd64 2.12.20-8+deb7u2
2014-10-15 07:57:25 status installed libgnutls26:amd64 2.12.20-8+deb7u2
2014-10-15 07:57:25 configure apt-utils:amd64 0.9.7.9+deb7u2 <none>
2014-10-15 07:57:25 status unpacked apt-utils:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:25 status half-configured apt-utils:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:25 status installed apt-utils:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:25 configure udev:amd64 175-7.2 <none>
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status unpacked udev:amd64 175-7.2
2014-10-15 07:57:25 status half-configured udev:amd64 175-7.2
2014-10-15 07:57:25 status installed udev:amd64 175-7.2
2014-10-15 07:57:25 configure iptables:amd64 1.4.14-3.1 <none>
2014-10-15 07:57:25 status unpacked iptables:amd64 1.4.14-3.1
2014-10-15 07:57:25 status half-configured iptables:amd64 1.4.14-3.1
2014-10-15 07:57:25 status installed iptables:amd64 1.4.14-3.1
2014-10-15 07:57:25 configure man-db:amd64 2.6.2-1 <none>
2014-10-15 07:57:25 status unpacked man-db:amd64 2.6.2-1
2014-10-15 07:57:25 status unpacked man-db:amd64 2.6.2-1
2014-10-15 07:57:25 status unpacked man-db:amd64 2.6.2-1
2014-10-15 07:57:25 status unpacked man-db:amd64 2.6.2-1
2014-10-15 07:57:25 status half-configured man-db:amd64 2.6.2-1
2014-10-15 07:57:28 status installed man-db:amd64 2.6.2-1
2014-10-15 07:57:28 configure apt:amd64 0.9.7.9+deb7u2 <none>
2014-10-15 07:57:28 status unpacked apt:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:28 status unpacked apt:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:28 status unpacked apt:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:28 status unpacked apt:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:28 status half-configured apt:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:28 status installed apt:amd64 0.9.7.9+deb7u2
2014-10-15 07:57:28 configure wget:amd64 1.13.4-3+deb7u1 <none>
2014-10-15 07:57:28 status unpacked wget:amd64 1.13.4-3+deb7u1
2014-10-15 07:57:28 status unpacked wget:amd64 1.13.4-3+deb7u1
2014-10-15 07:57:28 status half-configured wget:amd64 1.13.4-3+deb7u1
2014-10-15 07:57:28 status installed wget:amd64 1.13.4-3+deb7u1
2014-10-15 07:57:28 configure libcwidget3:amd64 0.5.16-3.4 <none>
2014-10-15 07:57:28 status unpacked libcwidget3:amd64 0.5.16-3.4
2014-10-15 07:57:28 status half-configured libcwidget3:amd64 0.5.16-3.4
2014-10-15 07:57:28 status installed libcwidget3:amd64 0.5.16-3.4
2014-10-15 07:57:28 configure aptitude:amd64 0.6.8.2-1 <none>
2014-10-15 07:57:28 status unpacked aptitude:amd64 0.6.8.2-1
2014-10-15 07:57:28 status unpacked aptitude:amd64 0.6.8.2-1
2014-10-15 07:57:28 status unpacked aptitude:amd64 0.6.8.2-1
2014-10-15 07:57:28 status half-configured aptitude:amd64 0.6.8.2-1
2014-10-15 07:57:28 status installed aptitude:amd64 0.6.8.2-1
2014-10-15 07:57:28 configure tasksel:all 3.14.1 <none>
2014-10-15 07:57:28 status unpacked tasksel:all 3.14.1
2014-10-15 07:57:28 status half-configured tasksel:all 3.14.1
2014-10-15 07:57:28 status installed tasksel:all 3.14.1
2014-10-15 07:57:28 configure tasksel-data:all 3.14.1 <none>
2014-10-15 07:57:28 status unpacked tasksel-data:all 3.14.1
2014-10-15 07:57:28 status half-configured tasksel-data:all 3.14.1
2014-10-15 07:57:28 status installed tasksel-data:all 3.14.1
2014-10-15 07:57:31 startup archives unpack
2014-10-15 07:57:31 install locales:all <none> 2.13-38+deb7u2
2014-10-15 07:57:31 status half-installed locales:all 2.13-38+deb7u2
2014-10-15 07:57:31 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 07:57:31 status half-installed locales:all 2.13-38+deb7u2
2014-10-15 07:57:31 status unpacked locales:all 2.13-38+deb7u2
2014-10-15 07:57:31 status unpacked locales:all 2.13-38+deb7u2
2014-10-15 07:57:31 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 07:57:31 status half-configured man-db:amd64 2.6.2-1
2014-10-15 07:57:32 status installed man-db:amd64 2.6.2-1
2014-10-15 07:57:32 startup packages configure
2014-10-15 07:57:32 configure locales:all 2.13-38+deb7u2 <none>
2014-10-15 07:57:32 status unpacked locales:all 2.13-38+deb7u2
2014-10-15 07:57:32 status unpacked locales:all 2.13-38+deb7u2
2014-10-15 07:57:32 status half-configured locales:all 2.13-38+deb7u2
2014-10-15 07:57:32 status installed locales:all 2.13-38+deb7u2
2014-10-15 03:57:34 startup archives unpack
2014-10-15 03:57:34 install busybox:amd64 <none> 1:1.20.0-7
2014-10-15 03:57:34 status half-installed busybox:amd64 1:1.20.0-7
2014-10-15 03:57:34 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 03:57:34 status half-installed busybox:amd64 1:1.20.0-7
2014-10-15 03:57:34 status unpacked busybox:amd64 1:1.20.0-7
2014-10-15 03:57:34 status unpacked busybox:amd64 1:1.20.0-7
2014-10-15 03:57:34 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 03:57:34 status half-configured man-db:amd64 2.6.2-1
2014-10-15 03:57:34 status installed man-db:amd64 2.6.2-1
2014-10-15 03:57:34 startup packages configure
2014-10-15 03:57:34 configure busybox:amd64 1:1.20.0-7 <none>
2014-10-15 03:57:34 status unpacked busybox:amd64 1:1.20.0-7
2014-10-15 03:57:34 status half-configured busybox:amd64 1:1.20.0-7
2014-10-15 03:57:34 status installed busybox:amd64 1:1.20.0-7
2014-10-15 03:57:35 startup archives unpack
2014-10-15 03:57:35 install libklibc:amd64 <none> 2.0.1-3.1
2014-10-15 03:57:35 status half-installed libklibc:amd64 2.0.1-3.1
2014-10-15 03:57:35 status unpacked libklibc:amd64 2.0.1-3.1
2014-10-15 03:57:35 status unpacked libklibc:amd64 2.0.1-3.1
2014-10-15 03:57:35 install klibc-utils:amd64 <none> 2.0.1-3.1
2014-10-15 03:57:35 status half-installed klibc-utils:amd64 2.0.1-3.1
2014-10-15 03:57:35 status unpacked klibc-utils:amd64 2.0.1-3.1
2014-10-15 03:57:35 status unpacked klibc-utils:amd64 2.0.1-3.1
2014-10-15 03:57:35 install initramfs-tools:all <none> 0.109.1
2014-10-15 03:57:35 status half-installed initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 03:57:35 status half-installed initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status unpacked initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status unpacked initramfs-tools:all 0.109.1
2014-10-15 03:57:35 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 03:57:35 status half-configured man-db:amd64 2.6.2-1
2014-10-15 03:57:35 status installed man-db:amd64 2.6.2-1
2014-10-15 03:57:35 startup packages configure
2014-10-15 03:57:35 configure libklibc:amd64 2.0.1-3.1 <none>
2014-10-15 03:57:35 status unpacked libklibc:amd64 2.0.1-3.1
2014-10-15 03:57:35 status half-configured libklibc:amd64 2.0.1-3.1
2014-10-15 03:57:35 status installed libklibc:amd64 2.0.1-3.1
2014-10-15 03:57:35 configure klibc-utils:amd64 2.0.1-3.1 <none>
2014-10-15 03:57:35 status unpacked klibc-utils:amd64 2.0.1-3.1
2014-10-15 03:57:35 status half-configured klibc-utils:amd64 2.0.1-3.1
2014-10-15 03:57:35 status installed klibc-utils:amd64 2.0.1-3.1
2014-10-15 03:57:35 configure initramfs-tools:all 0.109.1 <none>
2014-10-15 03:57:35 status unpacked initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status unpacked initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status unpacked initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status unpacked initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status unpacked initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status unpacked initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status half-configured initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status installed initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status triggers-pending initramfs-tools:all 0.109.1
2014-10-15 03:57:35 trigproc initramfs-tools:all 0.109.1 <none>
2014-10-15 03:57:35 status half-configured initramfs-tools:all 0.109.1
2014-10-15 03:57:35 status installed initramfs-tools:all 0.109.1
2014-10-15 03:57:37 startup archives unpack
2014-10-15 03:57:37 install libuuid-perl:amd64 <none> 0.02-5
2014-10-15 03:57:37 status half-installed libuuid-perl:amd64 0.02-5
2014-10-15 03:57:37 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 03:57:37 status half-installed libuuid-perl:amd64 0.02-5
2014-10-15 03:57:37 status unpacked libuuid-perl:amd64 0.02-5
2014-10-15 03:57:37 status unpacked libuuid-perl:amd64 0.02-5
2014-10-15 03:57:37 install linux-base:all <none> 3.5
2014-10-15 03:57:37 status half-installed linux-base:all 3.5
2014-10-15 03:57:37 status half-installed linux-base:all 3.5
2014-10-15 03:57:37 status unpacked linux-base:all 3.5
2014-10-15 03:57:37 status unpacked linux-base:all 3.5
2014-10-15 03:57:37 install linux-image-3.2.0-4-amd64:amd64 <none> 3.2.57-3
2014-10-15 03:57:37 status half-installed linux-image-3.2.0-4-amd64:amd64 3.2.57-3
2014-10-15 03:57:40 status unpacked linux-image-3.2.0-4-amd64:amd64 3.2.57-3
2014-10-15 03:57:40 status unpacked linux-image-3.2.0-4-amd64:amd64 3.2.57-3
2014-10-15 03:57:40 install linux-image-amd64:amd64 <none> 3.2+46
2014-10-15 03:57:40 status half-installed linux-image-amd64:amd64 3.2+46
2014-10-15 03:57:40 status unpacked linux-image-amd64:amd64 3.2+46
2014-10-15 03:57:40 status unpacked linux-image-amd64:amd64 3.2+46
2014-10-15 03:57:40 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 03:57:40 status half-configured man-db:amd64 2.6.2-1
2014-10-15 03:57:40 status installed man-db:amd64 2.6.2-1
2014-10-15 03:57:40 startup packages configure
2014-10-15 03:57:40 configure libuuid-perl:amd64 0.02-5 <none>
2014-10-15 03:57:40 status unpacked libuuid-perl:amd64 0.02-5
2014-10-15 03:57:40 status half-configured libuuid-perl:amd64 0.02-5
2014-10-15 03:57:40 status installed libuuid-perl:amd64 0.02-5
2014-10-15 03:57:40 configure linux-base:all 3.5 <none>
2014-10-15 03:57:40 status unpacked linux-base:all 3.5
2014-10-15 03:57:40 status half-configured linux-base:all 3.5
2014-10-15 03:57:40 status installed linux-base:all 3.5
2014-10-15 03:57:40 configure linux-image-3.2.0-4-amd64:amd64 3.2.57-3 <none>
2014-10-15 03:57:40 status unpacked linux-image-3.2.0-4-amd64:amd64 3.2.57-3
2014-10-15 03:57:40 status half-configured linux-image-3.2.0-4-amd64:amd64 3.2.57-3
2014-10-15 03:57:44 status installed linux-image-3.2.0-4-amd64:amd64 3.2.57-3
2014-10-15 03:57:44 configure linux-image-amd64:amd64 3.2+46 <none>
2014-10-15 03:57:44 status unpacked linux-image-amd64:amd64 3.2+46
2014-10-15 03:57:44 status half-configured linux-image-amd64:amd64 3.2+46
2014-10-15 03:57:44 status installed linux-image-amd64:amd64 3.2+46
2014-10-15 03:57:45 startup archives unpack
2014-10-15 03:57:45 install libpci3:amd64 <none> 1:3.1.9-6
2014-10-15 03:57:45 status half-installed libpci3:amd64 1:3.1.9-6
2014-10-15 03:57:45 status unpacked libpci3:amd64 1:3.1.9-6
2014-10-15 03:57:45 status unpacked libpci3:amd64 1:3.1.9-6
2014-10-15 03:57:45 install pciutils:amd64 <none> 1:3.1.9-6
2014-10-15 03:57:45 status half-installed pciutils:amd64 1:3.1.9-6
2014-10-15 03:57:45 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 03:57:45 status half-installed pciutils:amd64 1:3.1.9-6
2014-10-15 03:57:45 status unpacked pciutils:amd64 1:3.1.9-6
2014-10-15 03:57:45 status unpacked pciutils:amd64 1:3.1.9-6
2014-10-15 03:57:45 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 03:57:45 status half-configured man-db:amd64 2.6.2-1
2014-10-15 03:57:45 status installed man-db:amd64 2.6.2-1
2014-10-15 03:57:45 startup packages configure
2014-10-15 03:57:45 configure libpci3:amd64 1:3.1.9-6 <none>
2014-10-15 03:57:45 status unpacked libpci3:amd64 1:3.1.9-6
2014-10-15 03:57:45 status half-configured libpci3:amd64 1:3.1.9-6
2014-10-15 03:57:45 status installed libpci3:amd64 1:3.1.9-6
2014-10-15 03:57:45 configure pciutils:amd64 1:3.1.9-6 <none>
2014-10-15 03:57:45 status unpacked pciutils:amd64 1:3.1.9-6
2014-10-15 03:57:45 status half-configured pciutils:amd64 1:3.1.9-6
2014-10-15 03:57:45 status installed pciutils:amd64 1:3.1.9-6
2014-10-15 03:57:46 startup archives unpack
2014-10-15 03:57:46 install libusb-1.0-0:amd64 <none> 2:1.0.11-1
2014-10-15 03:57:46 status half-installed libusb-1.0-0:amd64 2:1.0.11-1
2014-10-15 03:57:46 status unpacked libusb-1.0-0:amd64 2:1.0.11-1
2014-10-15 03:57:46 status unpacked libusb-1.0-0:amd64 2:1.0.11-1
2014-10-15 03:57:46 install usbutils:amd64 <none> 1:005-3
2014-10-15 03:57:46 status half-installed usbutils:amd64 1:005-3
2014-10-15 03:57:46 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 03:57:46 status half-installed usbutils:amd64 1:005-3
2014-10-15 03:57:46 status unpacked usbutils:amd64 1:005-3
2014-10-15 03:57:46 status unpacked usbutils:amd64 1:005-3
2014-10-15 03:57:46 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 03:57:46 status half-configured man-db:amd64 2.6.2-1
2014-10-15 03:57:46 status installed man-db:amd64 2.6.2-1
2014-10-15 03:57:46 startup packages configure
2014-10-15 03:57:46 configure libusb-1.0-0:amd64 2:1.0.11-1 <none>
2014-10-15 03:57:46 status unpacked libusb-1.0-0:amd64 2:1.0.11-1
2014-10-15 03:57:46 status half-configured libusb-1.0-0:amd64 2:1.0.11-1
2014-10-15 03:57:46 status installed libusb-1.0-0:amd64 2:1.0.11-1
2014-10-15 03:57:46 configure usbutils:amd64 1:005-3 <none>
2014-10-15 03:57:46 status unpacked usbutils:amd64 1:005-3
2014-10-15 03:57:46 status half-configured usbutils:amd64 1:005-3
2014-10-15 03:57:46 status installed usbutils:amd64 1:005-3
2014-10-15 03:57:47 startup archives unpack
2014-10-15 03:57:47 install acpi:amd64 <none> 1.6-1
2014-10-15 03:57:47 status half-installed acpi:amd64 1.6-1
2014-10-15 03:57:47 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 03:57:47 status half-installed acpi:amd64 1.6-1
2014-10-15 03:57:47 status unpacked acpi:amd64 1.6-1
2014-10-15 03:57:47 status unpacked acpi:amd64 1.6-1
2014-10-15 03:57:47 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 03:57:47 status half-configured man-db:amd64 2.6.2-1
2014-10-15 03:57:47 status installed man-db:amd64 2.6.2-1
2014-10-15 03:57:47 startup packages configure
2014-10-15 03:57:47 configure acpi:amd64 1.6-1 <none>
2014-10-15 03:57:47 status unpacked acpi:amd64 1.6-1
2014-10-15 03:57:47 status half-configured acpi:amd64 1.6-1
2014-10-15 03:57:47 status installed acpi:amd64 1.6-1
2014-10-15 03:57:48 startup archives unpack
2014-10-15 03:57:48 install module-init-tools:all <none> 9-3
2014-10-15 03:57:48 status half-installed module-init-tools:all 9-3
2014-10-15 03:57:48 status unpacked module-init-tools:all 9-3
2014-10-15 03:57:48 status unpacked module-init-tools:all 9-3
2014-10-15 03:57:48 install acpid:amd64 <none> 1:2.0.16-1+deb7u1
2014-10-15 03:57:48 status half-installed acpid:amd64 1:2.0.16-1+deb7u1
2014-10-15 03:57:48 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 03:57:48 status half-installed acpid:amd64 1:2.0.16-1+deb7u1
2014-10-15 03:57:48 status unpacked acpid:amd64 1:2.0.16-1+deb7u1
2014-10-15 03:57:48 status unpacked acpid:amd64 1:2.0.16-1+deb7u1
2014-10-15 03:57:48 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 03:57:48 status half-configured man-db:amd64 2.6.2-1
2014-10-15 03:57:48 status installed man-db:amd64 2.6.2-1
2014-10-15 03:57:48 startup packages configure
2014-10-15 03:57:48 configure module-init-tools:all 9-3 <none>
2014-10-15 03:57:48 status unpacked module-init-tools:all 9-3
2014-10-15 03:57:48 status half-configured module-init-tools:all 9-3
2014-10-15 03:57:48 status installed module-init-tools:all 9-3
2014-10-15 03:57:48 configure acpid:amd64 1:2.0.16-1+deb7u1 <none>
2014-10-15 03:57:48 status unpacked acpid:amd64 1:2.0.16-1+deb7u1
2014-10-15 03:57:48 status unpacked acpid:amd64 1:2.0.16-1+deb7u1
2014-10-15 03:57:48 status unpacked acpid:amd64 1:2.0.16-1+deb7u1
2014-10-15 03:57:48 status half-configured acpid:amd64 1:2.0.16-1+deb7u1
2014-10-15 03:57:48 status installed acpid:amd64 1:2.0.16-1+deb7u1
2014-10-15 03:57:49 startup archives unpack
2014-10-15 03:57:49 install acpi-support-base:all <none> 0.140-5
2014-10-15 03:57:49 status half-installed acpi-support-base:all 0.140-5
2014-10-15 03:57:49 status unpacked acpi-support-base:all 0.140-5
2014-10-15 03:57:49 status unpacked acpi-support-base:all 0.140-5
2014-10-15 03:57:49 startup packages configure
2014-10-15 03:57:49 configure acpi-support-base:all 0.140-5 <none>
2014-10-15 03:57:49 status unpacked acpi-support-base:all 0.140-5
2014-10-15 03:57:49 status unpacked acpi-support-base:all 0.140-5
2014-10-15 03:57:49 status unpacked acpi-support-base:all 0.140-5
2014-10-15 03:57:49 status half-configured acpi-support-base:all 0.140-5
2014-10-15 03:57:49 status installed acpi-support-base:all 0.140-5
2014-10-15 03:57:51 startup archives unpack
2014-10-15 03:57:51 install keyboard-configuration:all <none> 1.88
2014-10-15 03:57:51 status half-installed keyboard-configuration:all 1.88
2014-10-15 03:57:51 status triggers-pending man-db:amd64 2.6.2-1
2014-10-15 03:57:51 status half-installed keyboard-configuration:all 1.88
